 85.239.69.14 is reachable, taken time: 631.41 ms
 141.101.90.96 is reachable, taken time: 151.48 ms
 195.72.120.33 is reachable, taken time: 148.95 ms
 185.18.139.126 is reachable, taken time: 161.18 ms
 104.17.157.36 is reachable, taken time: 73.45 ms
 23.227.38.74 is reachable, taken time: 29.59 ms

 ----   2024-10-10 20:40:20 ---- 
 160.75.25.62 is reachable, taken time: 262.77 ms
 185.45.67.130 is reachable, taken time: 251.89 ms
 185.104.182.64 is reachable, taken time: 1455.01 ms
 79.139.60.97 is reachable, taken time: 71.45 ms
 85.239.69.14 is reachable, taken time: 650.19 ms
 141.101.90.96 is reachable, taken time: 137.28 ms
 195.72.120.33 is reachable, taken time: 350.27 ms
 185.18.139.126 is reachable, taken time: 405.46 ms
 104.17.157.36 is reachable, taken time: 159.68 ms
 23.227.38.74 is reachable, taken time: 23.34 ms

 ----   2024-10-10 20:42:05 ---- 
 160.75.25.62 is reachable, taken time: 17.89 ms
 185.45.67.130 is reachable, taken time: 50.79 ms
 185.104.182.64 is reachable, taken time: 865.91 ms
 79.139.60.97 is reachable, taken time: 63.10 ms
 85.239.69.14 is reachable, taken time: 368.18 ms
 141.101.90.96 is reachable, taken time: 136.56 ms
 195.72.120.33 is reachable, taken time: 131.68 ms
 185.18.139.126 is reachable, taken time: 131.94 ms
 104.17.157.36 is reachable, taken time: 31.53 ms
 23.227.38.74 is reachable, taken time: 29.35 ms

 ----   2024-10-10 20:44:05 ---- 
 160.75.25.62 is reachable, taken time: 57.51 ms
 185.45.67.130 is reachable, taken time: 58.28 ms
 185.104.182.64 is reachable, taken time: 929.65 ms
 79.139.60.97 is reachable, taken time: 61.33 ms
 85.239.69.14 is reachable, taken time: 378.53 ms
 141.101.90.96 is reachable, taken time: 121.72 ms
 195.72.120.33 is reachable, taken time: 131.57 ms
 185.18.139.126 is reachable, taken time: 134.60 ms
 104.17.157.36 is reachable, taken time: 32.02 ms
 23.227.38.74 is reachable, taken time: 27.62 ms

 ----   2024-10-10 20:46:05 ---- 
 160.75.25.62 is reachable, taken time: 17.62 ms
 185.45.67.130 is reachable, taken time: 52.19 ms
 185.104.182.64 is reachable, taken time: 902.83 ms
 79.139.60.97 is reachable, taken time: 69.98 ms
 85.239.69.14 is reachable, taken time: 518.62 ms
 141.101.90.96 is reachable, taken time: 151.31 ms
 195.72.120.33 is reachable, taken time: 133.10 ms
 185.18.139.126 is reachable, taken time: 134.58 ms
 104.17.157.36 is reachable, taken time: 28.37 ms
 23.227.38.74 is reachable, taken time: 27.38 ms

 ----   2024-10-10 20:48:06 ---- 
 160.75.25.62 is reachable, taken time: 22.16 ms
 185.45.67.130 is reachable, taken time: 51.77 ms
 185.104.182.64 is reachable, taken time: 902.26 ms
 79.139.60.97 is reachable, taken time: 71.12 ms
 85.239.69.14 is reachable, taken time: 356.86 ms
 141.101.90.96 is reachable, taken time: 120.19 ms
 195.72.120.33 is reachable, taken time: 129.73 ms
 185.18.139.126 is reachable, taken time: 135.89 ms
 104.17.157.36 is reachable, taken time: 24.83 ms
 23.227.38.74 is reachable, taken time: 29.23 ms

 ----   2024-10-10 20:50:05 ---- 
 160.75.25.62 is reachable, taken time: 21.94 ms
 185.45.67.130 is reachable, taken time: 54.22 ms
 185.104.182.64 is reachable, taken time: 883.59 ms
 79.139.60.97 is reachable, taken time: 62.75 ms
 85.239.69.14 is reachable, taken time: 356.28 ms
 141.101.90.96 is reachable, taken time: 120.64 ms
 195.72.120.33 is reachable, taken time: 129.52 ms
 185.18.139.126 is reachable, taken time: 134.83 ms
 104.17.157.36 is reachable, taken time: 24.32 ms
 23.227.38.74 is reachable, taken time: 21.09 ms

 ----   2024-10-10 20:52:07 ---- 
 160.75.25.62 is reachable, taken time: 24.16 ms
 185.45.67.130 is reachable, taken time: 52.32 ms
 185.104.182.64 is reachable, taken time: 843.69 ms
 79.139.60.97 is reachable, taken time: 71.05 ms
 85.239.69.14 is reachable, taken time: 528.09 ms
 141.101.90.96 is reachable, taken time: 154.83 ms
 195.72.120.33 is reachable, taken time: 129.73 ms
 185.18.139.126 is reachable, taken time: 130.97 ms
 104.17.157.36 is reachable, taken time: 28.47 ms
 23.227.38.74 is reachable, taken time: 27.94 ms

 ----   2024-10-10 20:54:04 ---- 
 160.75.25.62 is reachable, taken time: 28.53 ms
 185.45.67.130 is reachable, taken time: 61.67 ms
 185.104.182.64 is reachable, taken time: 795.17 ms
 79.139.60.97 is reachable, taken time: 64.00 ms
 85.239.69.14 is reachable, taken time: 455.18 ms
 141.101.90.96 is reachable, taken time: 129.46 ms
 195.72.120.33 is reachable, taken time: 130.68 ms
 185.18.139.126 is reachable, taken time: 139.14 ms
 104.17.157.36 is reachable, taken time: 21.91 ms
 23.227.38.74 is reachable, taken time: 19.46 ms

 ----   2024-10-10 20:56:08 ---- 
 160.75.25.62 is reachable, taken time: 27.61 ms
 185.45.67.130 is reachable, taken time: 51.32 ms
 185.104.182.64 is reachable, taken time: 881.12 ms
 79.139.60.97 is reachable, taken time: 99.24 ms
 85.239.69.14 is reachable, taken time: 399.31 ms
 141.101.90.96 is reachable, taken time: 123.19 ms
 195.72.120.33 is reachable, taken time: 131.90 ms
 185.18.139.126 is reachable, taken time: 132.99 ms
 104.17.157.36 is reachable, taken time: 23.57 ms
 23.227.38.74 is reachable, taken time: 23.59 ms

 ----   2024-10-10 20:58:11 ---- 
 160.75.25.62 is reachable, taken time: 20.61 ms
 185.45.67.130 is reachable, taken time: 51.93 ms
 185.104.182.64 is reachable, taken time: 848.68 ms
 79.139.60.97 is reachable, taken time: 62.60 ms
 85.239.69.14 is reachable, taken time: 431.93 ms
 141.101.90.96 is reachable, taken time: 133.10 ms
 195.72.120.33 is reachable, taken time: 130.63 ms
 185.18.139.126 is reachable, taken time: 130.85 ms
 104.17.157.36 is reachable, taken time: 29.82 ms
 23.227.38.74 is reachable, taken time: 27.11 ms

 ----   2024-10-11 08:50:05 ---- 
 160.75.25.62 is reachable, taken time: 21.96 ms
 185.45.67.130 is reachable, taken time: 52.23 ms
 185.104.182.64 is reachable, taken time: 1212.25 ms
 79.139.60.97 is reachable, taken time: 71.08 ms
 85.239.69.14 is reachable, taken time: 503.76 ms
 141.101.90.96 is reachable, taken time: 125.99 ms
 195.72.120.33 is reachable, taken time: 130.69 ms
 185.18.139.126 is reachable, taken time: 131.50 ms
 104.17.157.36 is reachable, taken time: 30.07 ms
 23.227.38.74 is reachable, taken time: 32.43 ms

 ----   2024-10-11 08:52:08 ---- 
 160.75.25.62 is reachable, taken time: 29.23 ms
 185.45.67.130 is reachable, taken time: 50.34 ms
 185.104.182.64 is reachable, taken time: 902.70 ms
 79.139.60.97 is reachable, taken time: 68.62 ms
 85.239.69.14 is reachable, taken time: 360.50 ms
 141.101.90.96 is reachable, taken time: 126.29 ms
 195.72.120.33 is reachable, taken time: 131.90 ms
 185.18.139.126 is reachable, taken time: 138.35 ms
 104.17.157.36 is reachable, taken time: 24.42 ms
 23.227.38.74 is reachable, taken time: 23.33 ms

 ----   2024-10-11 08:54:11 ---- 
 160.75.25.62 is reachable, taken time: 20.41 ms
 185.45.67.130 is reachable, taken time: 51.72 ms
 185.104.182.64 is reachable, taken time: 959.03 ms
 79.139.60.97 is reachable, taken time: 59.58 ms
 85.239.69.14 is reachable, taken time: 356.03 ms
 141.101.90.96 is reachable, taken time: 122.38 ms
 195.72.120.33 is reachable, taken time: 128.97 ms
 185.18.139.126 is reachable, taken time: 135.73 ms
 104.17.157.36 is reachable, taken time: 25.82 ms
 23.227.38.74 is reachable, taken time: 24.30 ms

 ----   2024-10-11 08:56:13 ---- 
 160.75.25.62 is reachable, taken time: 19.32 ms
 185.45.67.130 is reachable, taken time: 51.06 ms
 185.104.182.64 is reachable, taken time: 901.30 ms
 79.139.60.97 is reachable, taken time: 61.60 ms
 85.239.69.14 is reachable, taken time: 449.86 ms
 141.101.90.96 is reachable, taken time: 137.67 ms
 195.72.120.33 is reachable, taken time: 134.41 ms
 185.18.139.126 is reachable, taken time: 131.57 ms
 104.17.157.36 is reachable, taken time: 28.93 ms
 23.227.38.74 is reachable, taken time: 34.26 ms

 ----   2024-10-11 08:58:09 ---- 
 160.75.25.62 is reachable, taken time: 29.45 ms
 185.45.67.130 is reachable, taken time: 48.87 ms
 185.104.182.64 is reachable, taken time: 1043.30 ms
 79.139.60.97 is reachable, taken time: 62.63 ms
 85.239.69.14 is reachable, taken time: 398.61 ms
 141.101.90.96 is reachable, taken time: 136.07 ms
 195.72.120.33 is reachable, taken time: 131.22 ms
 185.18.139.126 is reachable, taken time: 140.57 ms
 104.17.157.36 is reachable, taken time: 29.15 ms
 23.227.38.74 is reachable, taken time: 23.35 ms

 ----   2024-10-11 09:00:09 ---- 
 160.75.25.62 is reachable, taken time: 20.09 ms
 185.45.67.130 is reachable, taken time: 53.76 ms
 185.104.182.64 is reachable, taken time: 1014.82 ms
 79.139.60.97 is reachable, taken time: 61.35 ms
 85.239.69.14 is reachable, taken time: 378.38 ms
 141.101.90.96 is reachable, taken time: 133.93 ms
 195.72.120.33 is reachable, taken time: 132.28 ms
 185.18.139.126 is reachable, taken time: 144.14 ms
 104.17.157.36 is reachable, taken time: 30.97 ms
 23.227.38.74 is reachable, taken time: 29.47 ms

 ----   2024-10-11 09:02:13 ---- 
 160.75.25.62 is reachable, taken time: 29.65 ms
 185.45.67.130 is reachable, taken time: 52.09 ms
 185.104.182.64 is reachable, taken time: 861.37 ms
 79.139.60.97 is reachable, taken time: 60.99 ms
 85.239.69.14 is reachable, taken time: 1556.31 ms
 141.101.90.96 is reachable, taken time: 129.64 ms
 195.72.120.33 is reachable, taken time: 129.84 ms
 185.18.139.126 is reachable, taken time: 149.41 ms
 104.17.157.36 is reachable, taken time: 32.45 ms
 23.227.38.74 is reachable, taken time: 29.53 ms

 ----   2024-10-11 09:04:09 ---- 
 160.75.25.62 is reachable, taken time: 18.30 ms
 185.45.67.130 is reachable, taken time: 52.48 ms
 185.104.182.64 is reachable, taken time: 807.13 ms
 79.139.60.97 is reachable, taken time: 63.90 ms
 85.239.69.14 is reachable, taken time: 338.48 ms
 141.101.90.96 is reachable, taken time: 123.23 ms
 195.72.120.33 is reachable, taken time: 129.08 ms
 185.18.139.126 is reachable, taken time: 138.54 ms
 104.17.157.36 is reachable, taken time: 45.60 ms
 23.227.38.74 is reachable, taken time: 22.86 ms

 ----   2024-10-11 09:06:03 ---- 
 160.75.25.62 is reachable, taken time: 22.39 ms
 185.45.67.130 is reachable, taken time: 53.32 ms
 185.104.182.64 is reachable, taken time: 886.40 ms
 79.139.60.97 is reachable, taken time: 69.69 ms
 85.239.69.14 is reachable, taken time: 417.67 ms
 141.101.90.96 is reachable, taken time: 131.86 ms
 195.72.120.33 is reachable, taken time: 135.55 ms
 185.18.139.126 is reachable, taken time: 136.49 ms
 104.17.157.36 is reachable, taken time: 29.97 ms
 23.227.38.74 is reachable, taken time: 28.79 ms

 ----   2024-10-11 09:08:50 ---- 
 160.75.25.62 is reachable, taken time: 22.80 ms
 185.45.67.130 is reachable, taken time: 53.29 ms
 185.104.182.64 is reachable, taken time: 838.71 ms
 79.139.60.97 is reachable, taken time: 71.69 ms
 85.239.69.14 is reachable, taken time: 569.91 ms
 141.101.90.96 is reachable, taken time: 124.21 ms
 195.72.120.33 is reachable, taken time: 128.53 ms
 185.18.139.126 is reachable, taken time: 182.86 ms
 104.17.157.36 is reachable, taken time: 30.01 ms
 23.227.38.74 is reachable, taken time: 31.67 ms

 ----   2024-10-11 15:14:35 ---- 
 160.75.25.62 is reachable, taken time: 16.50 ms
 185.45.67.130 is reachable, taken time: 66.65 ms
 185.104.182.64 is reachable, taken time: 1192.71 ms
 79.139.60.97 is reachable, taken time: 1118.21 ms
 85.239.69.14 is reachable, taken time: 897.39 ms
 141.101.90.96 is reachable, taken time: 315.37 ms
 195.72.120.33 is reachable, taken time: 333.34 ms
 185.18.139.126 is reachable, taken time: 356.45 ms
 104.17.157.36 is reachable, taken time: 156.78 ms
 23.227.38.74 is reachable, taken time: 22.87 ms

 ----   2024-10-11 15:16:05 ---- 
 160.75.25.62 is reachable, taken time: 20.73 ms
 185.45.67.130 is reachable, taken time: 51.38 ms
 185.104.182.64 is reachable, taken time: 871.97 ms
 79.139.60.97 is reachable, taken time: 69.55 ms
 85.239.69.14 is reachable, taken time: 365.38 ms
 141.101.90.96 is reachable, taken time: 119.85 ms
 195.72.120.33 is reachable, taken time: 131.19 ms
 185.18.139.126 is reachable, taken time: 130.24 ms
 104.17.157.36 is reachable, taken time: 23.63 ms
 23.227.38.74 is reachable, taken time: 21.43 ms

 ----   2024-10-11 15:18:07 ---- 
 160.75.25.62 is reachable, taken time: 21.71 ms
 185.45.67.130 is reachable, taken time: 50.46 ms
 185.104.182.64 is reachable, taken time: 808.10 ms
 79.139.60.97 is reachable, taken time: 60.32 ms
 85.239.69.14 is reachable, taken time: 344.95 ms
 141.101.90.96 is reachable, taken time: 123.51 ms
 195.72.120.33 is reachable, taken time: 131.48 ms
 185.18.139.126 is reachable, taken time: 131.11 ms
 104.17.157.36 is reachable, taken time: 22.72 ms
 23.227.38.74 is reachable, taken time: 21.35 ms

 ----   2024-10-11 15:20:23 ---- 
 160.75.25.62 is reachable, taken time: 21.43 ms
 185.45.67.130 is reachable, taken time: 52.26 ms
 185.104.182.64 is reachable, taken time: 897.88 ms
 79.139.60.97 is reachable, taken time: 60.43 ms
 85.239.69.14 is reachable, taken time: 693.17 ms
 141.101.90.96 is reachable, taken time: 123.77 ms
 195.72.120.33 is reachable, taken time: 130.96 ms
 185.18.139.126 is reachable, taken time: 143.48 ms
 104.17.157.36 is reachable, taken time: 23.44 ms
 23.227.38.74 is reachable, taken time: 22.00 ms

 ----   2024-10-11 15:22:03 ---- 
 160.75.25.62 is reachable, taken time: 27.66 ms
 185.45.67.130 is reachable, taken time: 78.32 ms
 185.104.182.64 is reachable, taken time: 807.87 ms
 79.139.60.97 is reachable, taken time: 69.92 ms
 85.239.69.14 is reachable, taken time: 343.05 ms
 141.101.90.96 is reachable, taken time: 130.81 ms
 195.72.120.33 is reachable, taken time: 132.11 ms
 185.18.139.126 is reachable, taken time: 130.75 ms
 104.17.157.36 is reachable, taken time: 22.65 ms
 23.227.38.74 is reachable, taken time: 22.51 ms

 ----   2024-10-11 15:24:02 ---- 
 160.75.25.62 is reachable, taken time: 20.41 ms
 185.45.67.130 is reachable, taken time: 51.39 ms
 185.104.182.64 is reachable, taken time: 833.50 ms
 79.139.60.97 is reachable, taken time: 70.82 ms
 85.239.69.14 is reachable, taken time: 345.31 ms
 141.101.90.96 is reachable, taken time: 121.06 ms
 195.72.120.33 is reachable, taken time: 130.65 ms
 185.18.139.126 is reachable, taken time: 133.87 ms
 104.17.157.36 is reachable, taken time: 23.24 ms
 23.227.38.74 is reachable, taken time: 22.51 ms

 ----   2024-10-11 15:26:25 ---- 
 160.75.25.62 is reachable, taken time: 28.27 ms
 185.45.67.130 is reachable, taken time: 51.73 ms
 185.104.182.64 is reachable, taken time: 854.71 ms
 79.139.60.97 is reachable, taken time: 70.39 ms
 85.239.69.14 is reachable, taken time: 523.42 ms
 141.101.90.96 is reachable, taken time: 121.39 ms
 195.72.120.33 is reachable, taken time: 134.41 ms
 185.18.139.126 is reachable, taken time: 140.79 ms
 104.17.157.36 is reachable, taken time: 22.13 ms
 23.227.38.74 is reachable, taken time: 23.35 ms

 ----   2024-10-11 15:28:09 ---- 
 160.75.25.62 is reachable, taken time: 20.89 ms
 185.45.67.130 is reachable, taken time: 49.13 ms
 185.104.182.64 is reachable, taken time: 935.70 ms
 79.139.60.97 is reachable, taken time: 59.08 ms
 85.239.69.14 is reachable, taken time: 345.13 ms
 141.101.90.96 is reachable, taken time: 132.39 ms
 195.72.120.33 is reachable, taken time: 127.49 ms
 185.18.139.126 is reachable, taken time: 138.12 ms
 104.17.157.36 is reachable, taken time: 22.46 ms
 23.227.38.74 is reachable, taken time: 22.64 ms

 ----   2024-10-11 15:30:07 ---- 
 160.75.25.62 is reachable, taken time: 27.64 ms
 185.45.67.130 is reachable, taken time: 74.20 ms
 185.104.182.64 is reachable, taken time: 927.45 ms
 79.139.60.97 is reachable, taken time: 58.89 ms
 85.239.69.14 is reachable, taken time: 343.72 ms
 141.101.90.96 is reachable, taken time: 128.64 ms
 195.72.120.33 is reachable, taken time: 127.91 ms
 185.18.139.126 is reachable, taken time: 140.80 ms
 104.17.157.36 is reachable, taken time: 26.92 ms
 23.227.38.74 is reachable, taken time: 21.13 ms

 ----   2024-10-11 15:32:11 ---- 
 160.75.25.62 is reachable, taken time: 20.22 ms
 185.45.67.130 is reachable, taken time: 50.58 ms
 185.104.182.64 is reachable, taken time: 786.68 ms
 79.139.60.97 is reachable, taken time: 62.09 ms
 85.239.69.14 is reachable, taken time: 382.24 ms
 141.101.90.96 is reachable, taken time: 130.81 ms
 195.72.120.33 is reachable, taken time: 128.15 ms
 185.18.139.126 is reachable, taken time: 140.12 ms
 104.17.157.36 is reachable, taken time: 22.78 ms
 23.227.38.74 is reachable, taken time: 22.99 ms

 ----   2024-10-11 20:00:06 ---- 
 160.75.25.62 is reachable, taken time: 21.43 ms
 185.45.67.130 is reachable, taken time: 88.46 ms
 185.104.182.64 is reachable, taken time: 1288.55 ms
 79.139.60.97 is reachable, taken time: 69.86 ms
 85.239.69.14 is reachable, taken time: 477.32 ms
 141.101.90.96 is reachable, taken time: 132.08 ms
 195.72.120.33 is reachable, taken time: 131.56 ms
 185.18.139.126 is reachable, taken time: 128.27 ms
 104.17.157.36 is reachable, taken time: 20.45 ms
 23.227.38.74 is reachable, taken time: 19.16 ms

 ----   2024-10-11 20:02:06 ---- 
 160.75.25.62 is reachable, taken time: 27.95 ms
 185.45.67.130 is reachable, taken time: 51.94 ms
 185.104.182.64 is reachable, taken time: 726.93 ms
 79.139.60.97 is reachable, taken time: 71.30 ms
 85.239.69.14 is reachable, taken time: 313.74 ms
 141.101.90.96 is reachable, taken time: 119.99 ms
 195.72.120.33 is reachable, taken time: 126.37 ms
 185.18.139.126 is reachable, taken time: 136.70 ms
 104.17.157.36 is reachable, taken time: 21.43 ms
 23.227.38.74 is reachable, taken time: 22.31 ms

 ----   2024-10-11 20:04:07 ---- 
 160.75.25.62 is reachable, taken time: 27.21 ms
 185.45.67.130 is reachable, taken time: 50.43 ms
 185.104.182.64 is reachable, taken time: 813.54 ms
 79.139.60.97 is reachable, taken time: 61.79 ms
 85.239.69.14 is reachable, taken time: 342.82 ms
 141.101.90.96 is reachable, taken time: 131.29 ms
 195.72.120.33 is reachable, taken time: 131.14 ms
 185.18.139.126 is reachable, taken time: 143.68 ms
 104.17.157.36 is reachable, taken time: 23.23 ms
 23.227.38.74 is reachable, taken time: 21.62 ms

 ----   2024-10-11 20:06:06 ---- 
 160.75.25.62 is reachable, taken time: 20.65 ms
 185.45.67.130 is reachable, taken time: 50.57 ms
 185.104.182.64 is reachable, taken time: 858.00 ms
 79.139.60.97 is reachable, taken time: 62.24 ms
 85.239.69.14 is reachable, taken time: 692.11 ms
 141.101.90.96 is reachable, taken time: 132.14 ms
 195.72.120.33 is reachable, taken time: 129.98 ms
 185.18.139.126 is reachable, taken time: 135.13 ms
 104.17.157.36 is reachable, taken time: 21.43 ms
 23.227.38.74 is reachable, taken time: 20.91 ms

 ----   2024-10-11 20:08:11 ---- 
 160.75.25.62 is reachable, taken time: 27.72 ms
 185.45.67.130 is reachable, taken time: 51.76 ms
 185.104.182.64 is reachable, taken time: 901.57 ms
 79.139.60.97 is reachable, taken time: 67.07 ms
 85.239.69.14 is reachable, taken time: 375.94 ms
 141.101.90.96 is reachable, taken time: 130.41 ms
 195.72.120.33 is reachable, taken time: 130.95 ms
 185.18.139.126 is reachable, taken time: 136.76 ms
 104.17.157.36 is reachable, taken time: 22.24 ms
 23.227.38.74 is reachable, taken time: 21.43 ms

 ----   2024-10-11 20:09:59 ---- 
 160.75.25.62 is reachable, taken time: 28.31 ms
 185.45.67.130 is reachable, taken time: 50.81 ms
 185.104.182.64 is reachable, taken time: 836.79 ms
 79.139.60.97 is reachable, taken time: 60.77 ms
 85.239.69.14 is reachable, taken time: 336.01 ms
 141.101.90.96 is reachable, taken time: 124.77 ms
 195.72.120.33 is reachable, taken time: 130.63 ms
 185.18.139.126 is reachable, taken time: 139.70 ms
 104.17.157.36 is reachable, taken time: 23.41 ms
 23.227.38.74 is reachable, taken time: 21.96 ms

 ----   2024-10-11 20:12:17 ---- 
 160.75.25.62 is reachable, taken time: 28.29 ms
 185.45.67.130 is reachable, taken time: 51.69 ms
 185.104.182.64 is reachable, taken time: 896.67 ms
 79.139.60.97 is reachable, taken time: 67.31 ms
 85.239.69.14 is reachable, taken time: 408.91 ms
 141.101.90.96 is reachable, taken time: 118.52 ms
 195.72.120.33 is reachable, taken time: 133.63 ms
 185.18.139.126 is reachable, taken time: 143.64 ms
 104.17.157.36 is reachable, taken time: 22.55 ms
 23.227.38.74 is reachable, taken time: 21.39 ms

 ----   2024-10-11 20:14:18 ---- 
 160.75.25.62 is reachable, taken time: 28.09 ms
 185.45.67.130 is reachable, taken time: 51.53 ms
 185.104.182.64 is reachable, taken time: 858.26 ms
 79.139.60.97 is reachable, taken time: 60.72 ms
 85.239.69.14 is reachable, taken time: 349.25 ms
 141.101.90.96 is reachable, taken time: 127.13 ms
 195.72.120.33 is reachable, taken time: 127.13 ms
 185.18.139.126 is reachable, taken time: 130.03 ms
 104.17.157.36 is reachable, taken time: 26.50 ms
 23.227.38.74 is reachable, taken time: 22.52 ms

 ----   2024-10-11 20:16:08 ---- 
 160.75.25.62 is reachable, taken time: 21.04 ms
 185.45.67.130 is reachable, taken time: 52.25 ms
 185.104.182.64 is reachable, taken time: 751.49 ms
 79.139.60.97 is reachable, taken time: 63.55 ms
 85.239.69.14 is reachable, taken time: 326.64 ms
 141.101.90.96 is reachable, taken time: 130.93 ms
 195.72.120.33 is reachable, taken time: 128.45 ms
 185.18.139.126 is reachable, taken time: 131.76 ms
 104.17.157.36 is reachable, taken time: 27.81 ms
 23.227.38.74 is reachable, taken time: 23.54 ms

 ----   2024-10-11 20:18:04 ---- 
 160.75.25.62 is reachable, taken time: 20.48 ms
 185.45.67.130 is reachable, taken time: 51.12 ms
 185.104.182.64 is reachable, taken time: 808.15 ms
 79.139.60.97 is reachable, taken time: 62.81 ms
 85.239.69.14 is reachable, taken time: 413.18 ms
 141.101.90.96 is reachable, taken time: 134.31 ms
 195.72.120.33 is reachable, taken time: 127.41 ms
 185.18.139.126 is reachable, taken time: 130.16 ms
 104.17.157.36 is reachable, taken time: 21.35 ms
 23.227.38.74 is reachable, taken time: 20.81 ms

 ----   2024-10-12 09:30:24 ---- 
 160.75.25.62 is reachable, taken time: 825.72 ms
 185.45.67.130 is reachable, taken time: 62.87 ms
 185.104.182.64 is reachable, taken time: 1169.66 ms
 79.139.60.97 is reachable, taken time: 66.52 ms
 85.239.69.14 is reachable, taken time: 1065.56 ms
 141.101.90.96 is reachable, taken time: 121.54 ms
 195.72.120.33 is reachable, taken time: 138.14 ms
 185.18.139.126 is reachable, taken time: 167.58 ms
 104.17.157.36 is reachable, taken time: 39.12 ms
 23.227.38.74 is reachable, taken time: 29.10 ms

 ----   2024-10-12 09:32:05 ---- 
 160.75.25.62 is reachable, taken time: 23.80 ms
 185.45.67.130 is reachable, taken time: 51.89 ms
 185.104.182.64 is reachable, taken time: 867.78 ms
 79.139.60.97 is reachable, taken time: 76.03 ms
 85.239.69.14 is reachable, taken time: 360.22 ms
 141.101.90.96 is reachable, taken time: 133.46 ms
 195.72.120.33 is reachable, taken time: 135.01 ms
 185.18.139.126 is reachable, taken time: 124.63 ms
 104.17.157.36 is reachable, taken time: 24.15 ms
 23.227.38.74 is reachable, taken time: 23.72 ms

 ----   2024-10-12 09:34:17 ---- 
 160.75.25.62 is reachable, taken time: 17.01 ms
 185.45.67.130 is reachable, taken time: 52.21 ms
 185.104.182.64 is reachable, taken time: 874.38 ms
 79.139.60.97 is reachable, taken time: 61.00 ms
 85.239.69.14 is reachable, taken time: 380.68 ms
 141.101.90.96 is reachable, taken time: 126.18 ms
 195.72.120.33 is reachable, taken time: 130.31 ms
 185.18.139.126 is reachable, taken time: 137.08 ms
 104.17.157.36 is reachable, taken time: 27.14 ms
 23.227.38.74 is reachable, taken time: 29.85 ms

 ----   2024-10-12 09:36:14 ---- 
 160.75.25.62 is reachable, taken time: 20.79 ms
 185.45.67.130 is reachable, taken time: 52.24 ms
 185.104.182.64 is reachable, taken time: 830.50 ms
 79.139.60.97 is reachable, taken time: 74.00 ms
 85.239.69.14 is reachable, taken time: 330.58 ms
 141.101.90.96 is reachable, taken time: 122.16 ms
 195.72.120.33 is reachable, taken time: 132.21 ms
 185.18.139.126 is reachable, taken time: 120.18 ms
 104.17.157.36 is reachable, taken time: 19.46 ms
 23.227.38.74 is reachable, taken time: 19.81 ms

 ----   2024-10-12 09:38:10 ---- 
 160.75.25.62 is reachable, taken time: 22.52 ms
 185.45.67.130 is reachable, taken time: 54.13 ms
 185.104.182.64 is reachable, taken time: 812.42 ms
 79.139.60.97 is reachable, taken time: 69.73 ms
 85.239.69.14 is reachable, taken time: 545.00 ms
 141.101.90.96 is reachable, taken time: 139.11 ms
 195.72.120.33 is reachable, taken time: 136.55 ms
 185.18.139.126 is reachable, taken time: 138.27 ms
 104.17.157.36 is reachable, taken time: 29.88 ms
 23.227.38.74 is reachable, taken time: 24.98 ms

 ----   2024-10-12 09:40:28 ---- 
 160.75.25.62 is reachable, taken time: 22.90 ms
 185.45.67.130 is reachable, taken time: 52.48 ms
 185.104.182.64 is reachable, taken time: 799.23 ms
 79.139.60.97 is reachable, taken time: 69.54 ms
 85.239.69.14 is reachable, taken time: 405.23 ms
 141.101.90.96 is reachable, taken time: 124.68 ms
 195.72.120.33 is reachable, taken time: 135.81 ms
 185.18.139.126 is reachable, taken time: 127.93 ms
 104.17.157.36 is reachable, taken time: 22.90 ms
 23.227.38.74 is reachable, taken time: 24.60 ms

 ----   2024-10-12 09:42:27 ---- 
 160.75.25.62 is reachable, taken time: 17.69 ms
 185.45.67.130 is reachable, taken time: 49.39 ms
 185.104.182.64 is reachable, taken time: 834.11 ms
 79.139.60.97 is reachable, taken time: 84.78 ms
 85.239.69.14 is reachable, taken time: 382.87 ms
 141.101.90.96 is reachable, taken time: 124.60 ms
 195.72.120.33 is reachable, taken time: 135.40 ms
 185.18.139.126 is reachable, taken time: 126.62 ms
 104.17.157.36 is reachable, taken time: 24.54 ms
 23.227.38.74 is reachable, taken time: 24.41 ms

 ----   2024-10-12 09:45:05 ---- 
 160.75.25.62 is reachable, taken time: 32.59 ms
 185.45.67.130 is reachable, taken time: 63.94 ms
 185.104.182.64 is reachable, taken time: 985.82 ms
 79.139.60.97 is reachable, taken time: 66.55 ms
 85.239.69.14 is reachable, taken time: 917.56 ms
 141.101.90.96 is reachable, taken time: 134.66 ms
 195.72.120.33 is reachable, taken time: 139.24 ms
 185.18.139.126 is reachable, taken time: 168.78 ms
 104.17.157.36 is reachable, taken time: 31.68 ms
 23.227.38.74 is reachable, taken time: 26.07 ms

 ----   2024-10-12 09:46:22 ---- 
 160.75.25.62 is reachable, taken time: 21.22 ms
 185.45.67.130 is reachable, taken time: 51.64 ms
 185.104.182.64 is reachable, taken time: 842.29 ms
 79.139.60.97 is reachable, taken time: 63.20 ms
 85.239.69.14 is reachable, taken time: 412.09 ms
 141.101.90.96 is reachable, taken time: 130.16 ms
 195.72.120.33 is reachable, taken time: 132.94 ms
 185.18.139.126 is reachable, taken time: 125.56 ms
